"seqName","subtype","Htype","Ntype","host","host2","accn","isName","place","country","region","continent","dateTxt","decDate","seg","segNumber","birdOrder","wildDom","shortLong","avHost3","avHost4","avHost5","beastNames","len"
"H5N5_Avian_CY177356_A/mallard/California/1481/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177356","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177356_A/mallard/California/1481/2013|2013.575","1537"
"H5N5_Avian_CY177357_A/mallard/California/1481/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177357","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177357_A/mallard/California/1481/2013|2013.575","865"
"H5N5_Avian_CY177358_A/mallard/California/1481/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177358","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177358_A/mallard/California/1481/2013|2013.575","2208"
"H5N5_Avian_CY177359_A/mallard/California/1481/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177359","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177359_A/mallard/California/1481/2013|2013.575","2304"
"H5N5_Avian_CY177360_A/mallard/California/1481/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177360","A/mallard/California/1481/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177360_A/mallard/California/1481/2013|2013.575","2316"
"H5N5_Avian_CY177385_A/mallard/California/1490/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177385","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177385_A/mallard/California/1490/2013|2013.575","1742"
"H5N5_Avian_CY177386_A/mallard/California/1490/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177386","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177386_A/mallard/California/1490/2013|2013.575","1002"
"H5N5_Avian_CY177387_A/mallard/California/1490/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177387","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177387_A/mallard/California/1490/2013|2013.575","1444"
"H5N5_Avian_CY177388_A/mallard/California/1490/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177388","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177388_A/mallard/California/1490/2013|2013.575","1537"
"H5N5_Avian_CY177389_A/mallard/California/1490/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177389","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177389_A/mallard/California/1490/2013|2013.575","865"
"H5N5_Avian_CY177390_A/mallard/California/1490/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177390","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177390_A/mallard/California/1490/2013|2013.575","2208"
"H5N5_Avian_CY177391_A/mallard/California/1490/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177391","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177391_A/mallard/California/1490/2013|2013.575","2304"
"H5N5_Avian_CY177392_A/mallard/California/1490/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177392","A/mallard/California/1490/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177392_A/mallard/California/1490/2013|2013.575","2316"
"H5N5_Avian_CY177393_A/mallard/California/1495/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177393","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177393_A/mallard/California/1495/2013|2013.575","1742"
"H5N5_Avian_CY177394_A/mallard/California/1495/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177394","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177394_A/mallard/California/1495/2013|2013.575","1002"
"H5N5_Avian_CY177395_A/mallard/California/1495/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177395","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177395_A/mallard/California/1495/2013|2013.575","1444"
"H5N5_Avian_CY177396_A/mallard/California/1495/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177396","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177396_A/mallard/California/1495/2013|2013.575","1537"
"H5N5_Avian_CY177397_A/mallard/California/1495/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177397","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177397_A/mallard/California/1495/2013|2013.575","865"
"H5N5_Avian_CY177398_A/mallard/California/1495/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177398","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177398_A/mallard/California/1495/2013|2013.575","2208"
"H5N5_Avian_CY177399_A/mallard/California/1495/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177399","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177399_A/mallard/California/1495/2013|2013.575","2304"
"H5N5_Avian_CY177400_A/mallard/California/1495/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177400","A/mallard/California/1495/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177400_A/mallard/California/1495/2013|2013.575","2316"
"H5N5_Avian_CY177401_A/mallard/California/1496/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177401","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177401_A/mallard/California/1496/2013|2013.575","1742"
"H5N5_Avian_CY177402_A/mallard/California/1496/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177402","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177402_A/mallard/California/1496/2013|2013.575","1002"
"H5N5_Avian_CY177403_A/mallard/California/1496/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177403","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177403_A/mallard/California/1496/2013|2013.575","1444"
"H5N5_Avian_CY177404_A/mallard/California/1496/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177404","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177404_A/mallard/California/1496/2013|2013.575","1537"
"H5N5_Avian_CY177405_A/mallard/California/1496/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177405","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177405_A/mallard/California/1496/2013|2013.575","865"
"H5N5_Avian_CY177406_A/mallard/California/1496/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177406","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177406_A/mallard/California/1496/2013|2013.575","2208"
"H5N5_Avian_CY177407_A/mallard/California/1496/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177407","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177407_A/mallard/California/1496/2013|2013.575","2304"
"H5N5_Avian_CY177408_A/mallard/California/1496/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177408","A/mallard/California/1496/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177408_A/mallard/California/1496/2013|2013.575","2316"
"H5N5_Avian_CY177417_A/mallard/California/1499/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177417","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177417_A/mallard/California/1499/2013|2013.575","1742"
"H5N5_Avian_CY177418_A/mallard/California/1499/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177418","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177418_A/mallard/California/1499/2013|2013.575","1002"
"H5N5_Avian_CY177419_A/mallard/California/1499/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177419","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177419_A/mallard/California/1499/2013|2013.575","1444"
"H5N5_Avian_CY177420_A/mallard/California/1499/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177420","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177420_A/mallard/California/1499/2013|2013.575","1537"
"H5N5_Avian_CY177421_A/mallard/California/1499/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177421","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177421_A/mallard/California/1499/2013|2013.575","865"
"H5N5_Avian_CY177422_A/mallard/California/1499/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177422","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177422_A/mallard/California/1499/2013|2013.575","2208"
"H5N5_Avian_CY177423_A/mallard/California/1499/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177423","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177423_A/mallard/California/1499/2013|2013.575","2304"
"H5N5_Avian_CY177424_A/mallard/California/1499/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177424","A/mallard/California/1499/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177424_A/mallard/California/1499/2013|2013.575","2316"
"H5N5_Avian_CY177433_A/mallard/California/1500V/2013_USA_2013/07/30_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177433","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177433_A/mallard/California/1500V/2013|2013.575","1742"
"H5N5_Avian_CY177434_A/mallard/California/1500V/2013_USA_2013/07/30_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177434","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177434_A/mallard/California/1500V/2013|2013.575","1002"
"H5N5_Avian_CY177435_A/mallard/California/1500V/2013_USA_2013/07/30_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177435","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177435_A/mallard/California/1500V/2013|2013.575","1444"
"H5N5_Avian_CY177436_A/mallard/California/1500V/2013_USA_2013/07/30_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177436","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177436_A/mallard/California/1500V/2013|2013.575","1537"
"H5N5_Avian_CY177437_A/mallard/California/1500V/2013_USA_2013/07/30_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177437","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177437_A/mallard/California/1500V/2013|2013.575","865"
"H5N5_Avian_CY177438_A/mallard/California/1500V/2013_USA_2013/07/30_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177438","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177438_A/mallard/California/1500V/2013|2013.575","2208"
"H5N5_Avian_CY177439_A/mallard/California/1500V/2013_USA_2013/07/30_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177439","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177439_A/mallard/California/1500V/2013|2013.575","2304"
"H5N5_Avian_CY177440_A/mallard/California/1500V/2013_USA_2013/07/30_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177440","A/mallard/California/1500V/2013","California","USA","NorthernAmerica","America","2013/07/30","2013.57534246575","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177440_A/mallard/California/1500V/2013|2013.575","2316"
"H5N5_Avian_MF359842_A/mallard/Alberta/383/2009_Canada_2009/08/22_7 (MP)","H5N5","H5","N5","Avian","mallard","MF359842","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359842_A/mallard/Alberta/383/2009|2009.638","1002"
"H5N5_Avian_MF359852_A/mallard/Alberta/383/2009_Canada_2009/08/22_1 (PB2)","H5N5","H5","N5","Avian","mallard","MF359852","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359852_A/mallard/Alberta/383/2009|2009.638","2296"
"H5N5_Avian_MF359861_A/mallard/Alberta/383/2009_Canada_2009/08/22_5 (NP)","H5N5","H5","N5","Avian","mallard","MF359861","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359861_A/mallard/Alberta/383/2009|2009.638","1497"
"H5N5_Avian_MF359870_A/mallard/Alberta/383/2009_Canada_2009/08/22_3 (PA)","H5N5","H5","N5","Avian","mallard","MF359870","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359870_A/mallard/Alberta/383/2009|2009.638","2191"
"H5N5_Avian_MF359872_A/mallard/Alberta/383/2009_Canada_2009/08/22_2 (PB1)","H5N5","H5","N5","Avian","mallard","MF359872","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359872_A/mallard/Alberta/383/2009|2009.638","2300"
"H5N5_Avian_MF359876_A/mallard/Alberta/383/2009_Canada_2009/08/22_6 (NA)","H5N5","H5","N5","Avian","mallard","MF359876","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359876_A/mallard/Alberta/383/2009|2009.638","1435"
"H5N5_Avian_MF359882_A/mallard/Alberta/383/2009_Canada_2009/08/22_4 (HA)","H5N5","H5","N5","Avian","mallard","MF359882","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359882_A/mallard/Alberta/383/2009|2009.638","1742"
"H5N5_Avian_MF359890_A/mallard/Alberta/383/2009_Canada_2009/08/22_8 (NS)","H5N5","H5","N5","Avian","mallard","MF359890","A/mallard/Alberta/383/2009","Alberta","Canada","NorthernAmerica","America","2009/08/22","2009.63835616438","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_MF359890_A/mallard/Alberta/383/2009|2009.638","865"
"H5N5_Avian_KJ907644_A/duck/Liaoning/LN/2011_China_2011/03/01_1 (PB2)","H5N5","H5","N5","Avian","duck","KJ907644","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","1 (PB2)","1","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907644_A/duck/Liaoning/LN/2011|2011.162","2280"
"H5N5_Avian_KJ907645_A/duck/Liaoning/LN/2011_China_2011/03/01_2 (PB1)","H5N5","H5","N5","Avian","duck","KJ907645","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","2 (PB1)","2","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907645_A/duck/Liaoning/LN/2011|2011.162","2274"
"H5N5_Avian_KJ907646_A/duck/Liaoning/LN/2011_China_2011/03/01_3 (PA)","H5N5","H5","N5","Avian","duck","KJ907646","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","3 (PA)","3","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907646_A/duck/Liaoning/LN/2011|2011.162","2151"
"H5N5_Avian_KJ907647_A/duck/Liaoning/LN/2011_China_2011/03/01_4 (HA)","H5N5","H5","N5","Avian","duck","KJ907647","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","4 (HA)","4","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907647_A/duck/Liaoning/LN/2011|2011.162","1704"
"H5N5_Avian_KJ907648_A/duck/Liaoning/LN/2011_China_2011/03/01_5 (NP)","H5N5","H5","N5","Avian","duck","KJ907648","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","5 (NP)","5","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907648_A/duck/Liaoning/LN/2011|2011.162","1497"
"H5N5_Avian_KJ907649_A/duck/Liaoning/LN/2011_China_2011/03/01_6 (NA)","H5N5","H5","N5","Avian","duck","KJ907649","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","6 (NA)","6","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907649_A/duck/Liaoning/LN/2011|2011.162","1419"
"H5N5_Avian_KJ907650_A/duck/Liaoning/LN/2011_China_2011/03/01_7 (MP)","H5N5","H5","N5","Avian","duck","KJ907650","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","7 (MP)","7","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907650_A/duck/Liaoning/LN/2011|2011.162","982"
"H5N5_Avian_KJ907651_A/duck/Liaoning/LN/2011_China_2011/03/01_8 (NS)","H5N5","H5","N5","Avian","duck","KJ907651","A/duck/Liaoning/LN/2011","Liaoning","China","EasternAsia","Asia","2011/03/01","2011.16164383562","8 (NS)","8","ans","Dom","Short","Dom-ans","Dom-ans","Dom-ans","H5N5_Avian_KJ907651_A/duck/Liaoning/LN/2011|2011.162","823"
"H10N5_Avian_MF046274_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_8 (NS)","H10N5","H10","N5","Avian","ruddy turnstone","MF046274","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","8 (NS)","8","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H10N5_Avian_MF046274_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","863"
"mixed,H5_Avian_MF613834_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_4 (HA)","mixed,H5","H5","NX","Avian","ruddy turnstone","MF613834","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","4 (HA)","4","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H5NX_Avian_MF613834_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","1686"
"mixed,N1_Avian_MF613902_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_6 (NA)","mixed,N1","HX","N1","Avian","ruddy turnstone","MF613902","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","6 (NA)","6","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","HXN1_Avian_MF613902_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","1422"
"H10N5_Avian_MF613925_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_5 (NP)","H10N5","H10","N5","Avian","ruddy turnstone","MF613925","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","5 (NP)","5","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H10N5_Avian_MF613925_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","1497"
"H10N5_Avian_MG599639_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_3 (PA)","H10N5","H10","N5","Avian","ruddy turnstone","MG599639","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","3 (PA)","3","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H10N5_Avian_MG599639_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","2151"
"H10N5_Avian_MG599642_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_1 (PB2)","H10N5","H10","N5","Avian","ruddy turnstone","MG599642","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","1 (PB2)","1","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H10N5_Avian_MG599642_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","2280"
"H10N5_Avian_MG599664_A/ruddy turnstone/Delaware Bay/342/2016_USA_2016/05/24_2 (PB1)","H10N5","H10","N5","Avian","ruddy turnstone","MG599664","A/ruddy turnstone/Delaware Bay/342/2016","Delaware Bay","USA","NorthernAmerica","America","2016/05/24","2016.39178082192","2 (PB1)","2","cha","Wild","Short","Wild-bird","Wild-other","Wild-other","H10N5_Avian_MG599664_A/ruddy_turnstone/Delaware_Bay/342/2016|2016.392","2274"
